,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score - Preliminary,Round_Diff,Score - Final
41,41,mths_since_issue_d:65-84,-0.07654332759224128,0.008906612500259982,mths_since_issue_d,-5.857166739269031,-6.0,-0.1428332607309688,-6.0
42,42,int_rate:<9.548,0.8910231297245388,1.236958710819463e-31,int_rate,68.18192001194065,68.0,-0.18192001194064744,68.0
43,43,int_rate:9.548-12.025,0.5614251677331722,2.7445193638468485e-36,int_rate,42.96077688904387,43.0,0.0392231109561294,43.0
44,44,int_rate:12.025-15.74,0.3081557126842417,4.564298527481523e-17,int_rate,23.580362229154485,24.0,0.41963777084551523,24.0
45,45,int_rate:15.74-20.281,0.11440986367988058,7.85188446461374e-05,int_rate,8.754749359211635,9.0,0.245250640788365,9.0
46,46,mths_since_earliest_cr_line:141-164,0.04752829619785637,0.05806257153379147,mths_since_earliest_cr_line,3.6369095049955584,4.0,0.36309049500444157,4.0
47,47,mths_since_earliest_cr_line:165-247,0.027465357662325583,0.17775366877082843,mths_since_earliest_cr_line,2.101674756536291,2.0,-0.10167475653629099,2.0
48,48,mths_since_earliest_cr_line:248-270,0.0687935180277145,0.0093951055286406,mths_since_earliest_cr_line,5.264144091249006,5.0,-0.2641440912490056,5.0
49,49,mths_since_earliest_cr_line:271-352,0.11128387689528446,2.693864312098151e-06,mths_since_earliest_cr_line,8.5155459381157,9.0,0.48445406188429985,9.0
50,50,mths_since_earliest_cr_line:>352,0.1088658104454294,4.2747716230028894e-05,mths_since_earliest_cr_line,8.330513240571086,8.0,-0.33051324057108644,8.0
51,51,inq_last_6mths:0,0.6905654823465666,3.456695375304144e-15,inq_last_6mths,52.8427140773741,53.0,0.15728592262590269,53.0
52,52,inq_last_6mths:1-2,0.5442765681746748,5.190796541808613e-10,inq_last_6mths,41.648550074263284,42.0,0.3514499257367163,42.0
53,53,inq_last_6mths:3-6,0.33358977940556317,0.00015437210204087462,inq_last_6mths,25.526600710424454,26.0,0.47339928957554633,26.0
54,54,acc_now_delinq:>=1,0.1984242978349308,0.061624888501308435,acc_now_delinq,15.183612133154426,15.0,-0.18361213315442626,15.0
55,55,annual_inc:20k-30k,-0.07414139890988884,0.07789406853647401,annual_inc,-5.673368918728538,-6.0,-0.32663108127146234,-6.0
56,56,annual_inc:30k-40k,-0.01014609506850311,0.8017477531444688,annual_inc,-0.7763886472936897,-1.0,-0.22361135270631027,-1.0
57,57,annual_inc:40k-50k,0.08495997063432517,0.03527094653591352,annual_inc,6.501216106249921,7.0,0.4987838937500788,7.0
58,58,annual_inc:50k-60k,0.152304901524399,0.00019479491726237899,annual_inc,11.654512960144407,12.0,0.3454870398555929,12.0
59,59,annual_inc:60k-70k,0.22803375514841767,4.925507297592393e-08,annual_inc,17.449355392556974,17.0,-0.4493553925569742,17.0
60,60,annual_inc:70k-80k,0.30210962306358136,1.4054175897675195e-12,annual_inc,23.117709818516914,23.0,-0.11770981851691431,23.0
61,61,annual_inc:80k-90k,0.37813623538083135,1.6947933212033183e-17,annual_inc,28.935337023543674,29.0,0.0646629764563258,29.0
62,62,annual_inc:90k-100k,0.39791917119234077,5.128526246058458e-18,annual_inc,30.449145702695116,30.0,-0.449145702695116,30.0
63,63,annual_inc:100k-120k,0.47664383853444203,1.459771962119018e-25,annual_inc,36.473230591877716,36.0,-0.47323059187771577,36.0
64,64,annual_inc:120k-140k,0.5682958685665189,6.380833144682384e-28,annual_inc,43.48652931792868,43.0,-0.48652931792867804,43.0
65,65,annual_inc:>140k,0.5041016914986427,2.770338886846914e-26,annual_inc,38.574331081921706,39.0,0.4256689180782942,39.0
66,66,dti:<=1.4,0.25115009943959393,0.0025692303443899138,dti,19.218239594156454,19.0,-0.21823959415645433,19.0
67,67,dti:1.4-3.5,0.3656900128218907,1.6582268560393276e-07,dti,27.98294047775832,28.0,0.017059522241680725,28.0
68,68,dti:3.5-7.7,0.3848314265875563,1.6012308984108483e-10,dti,29.447659292285106,29.0,-0.44765929228510615,29.0
69,69,dti:7.7-10.5,0.3203498240363292,8.469988731012988e-08,dti,24.513466990510974,25.0,0.4865330094890261,25.0
70,70,dti:10.5-16.1,0.2415233922305678,2.918412563436095e-05,dti,18.481594989759806,18.0,-0.48159498975980597,18.0
71,71,dti:16.1-20.3,0.14058801825563014,0.015125173934264012,dti,10.757926136334996,11.0,0.24207386366500394,11.0
72,72,dti:20.3-21.7,0.12837125074086655,0.03409342173359693,dti,9.823087704302827,10.0,0.17691229569717315,10.0
73,73,dti:21.7-22.4,0.0936726914331184,0.14745657816402102,dti,7.167921619016289,7.0,-0.16792161901628866,7.0
74,74,dti:22.4-35,0.05190185090129049,0.3641521842600838,dti,3.971577985542837,4.0,0.02842201445716297,4.0
75,75,mths_since_last_delinq:Missing,0.11678148583958324,0.02504560924659666,mths_since_last_delinq,8.936228096403768,9.0,0.06377190359623164,9.0
76,76,mths_since_last_delinq:4-30,0.14487458423264438,0.005932899894650704,mths_since_last_delinq,11.085938158493217,11.0,-0.08593815849321729,11.0
77,77,mths_since_last_delinq:31-56,0.19101099287974518,0.0003414881298150979,mths_since_last_delinq,14.616339131347113,15.0,0.3836608686528873,15.0
78,78,mths_since_last_delinq:>56,0.14383610722998633,0.008438659414507029,mths_since_last_delinq,11.006472930748387,11.0,-0.0064729307483872844,11.0
79,79,mths_since_last_record:Missing,0.33326227206955966,3.985475502063489e-05,mths_since_last_record,25.50153954394989,26.0,0.49846045605011113,26.0
80,80,mths_since_last_record:3-20,0.4448808696194239,0.0002813310300082388,mths_since_last_record,34.04269861839793,34.0,-0.0426986183979281,34.0
81,81,mths_since_last_record:21-31,0.36939136223480706,0.0010271793874701903,mths_since_last_record,28.266171183212315,28.0,-0.2661711832123146,28.0
82,82,mths_since_last_record:32-80,0.5192792089529672,1.1354697604430966e-09,mths_since_last_record,39.73572885772412,40.0,0.2642711422758808,40.0
83,83,mths_since_last_record:81-86,0.18158386486206554,0.07553726531116481,mths_since_last_record,13.89496651261109,14.0,0.10503348738891027,14.0
84,84,mths_since_last_record:>86,0.24652960126606502,0.0033392207862940337,mths_since_last_record,18.864674769211604,19.0,0.1353252307883963,19.0
85,0,grade:G,0.0,,grade,0.0,0.0,0.0,0.0
86,1,home_ownership:Rent_Other_None_Any,0.0,,home_ownership,0.0,0.0,0.0,0.0
87,2,addr_state:ND_NE_IA_NV_FL_HI_AL,0.0,,addr_state,0.0,0.0,0.0,0.0
88,3,verification_status:Verified,0.0,,verification_status,0.0,0.0,0.0,0.0
89,4,purpose:educ__sm_b__wedd__ren_en__mov__house,0.0,,purpose,0.0,0.0,0.0,0.0
90,5,initial_list_status:f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
91,6,term:60,0.0,,term,0.0,0.0,0.0,0.0
92,7,emp_length:0,0.0,,emp_length,0.0,0.0,0.0,0.0
93,8,mths_since_issue_d:>84,0.0,,mths_since_issue_d,0.0,0.0,0.0,0.0
94,9,int_rate:>20.281,0.0,,int_rate,0.0,0.0,0.0,0.0
95,10,mths_since_earliest_cr_line:<140,0.0,,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
96,11,inq_last_6mths:>6,0.0,,inq_last_6mths,0.0,0.0,0.0,0.0
97,12,acc_now_delinq:0,0.0,,acc_now_delinq,0.0,0.0,0.0,0.0
98,13,annual_inc:<20k,0.0,,annual_inc,0.0,0.0,0.0,0.0
99,14,dti:>35,0.0,,dti,0.0,0.0,0.0,0.0
100,15,mths_since_last_delinq:0-3,0.0,,mths_since_last_delinq,0.0,0.0,0.0,0.0
101,16,mths_since_last_record:0-2,0.0,,mths_since_last_record,0.0,0.0,0.0,0.0
